Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
0,2.0,4,25,4,11.3,8.4,10.0,28,233
0,2.5,4,25,4,13.8,10.2,12.2,23,285
11,2.0,4,21,3,9.1,7.0,8.1,35,191
11,2.0,4,24,3,10.2,7.7,9.1,31,214
11,2.0,4,21,3,7.9,6.9,7.5,38,175
12,4.0,6,14,3,14.2,11.1,12.8,22,298
2,2.5,4,15,3,9.4,6.7,8.2,34,192
2,3.5,6,15,3,11.0,7.7,9.5,30,222
2,2.5,4,19,3,5.5,6.0,5.7,50,134
2,2.5,4,19,3,5.7,6.0,5.9,48,137
2,1.8,4,1,3,8.6,6.5,7.6,37,179
2,1.8,4,19,3,8.2,6.2,7.3,39,171
2,1.8,4,22,3,7.9,6.1,7.1,40,166
2,1.8,4,25,3,8.4,6.4,7.5,38,174
2,1.8,4,19,3,7.7,5.6,6.8,42,160
2,1.8,4,19,3,7.7,6.0,6.9,41,162
11,3.5,6,15,3,12.5,9.3,11.1,25,260
12,3.5,6,15,3,13.0,9.8,11.6,24,272
12,3.5,6,21,3,8.6,8.4,8.5,33,198
12,3.5,6,21,3,8.4,8.3,8.4,34,195
2,1.8,4,19,3,4.4,4.6,4.5,63,104
0,1.5,4,19,3,4.5,5.1,4.7,60,111
8,1.8,4,19,3,5.4,5.8,5.6,50,131
11,2.5,4,15,3,10.1,7.7,9.0,31,212
11,2.5,4,15,3,10.5,8.2,9.5,30,220
11,2.5,4,21,3,6.9,7.6,7.2,39,169
11,2.5,4,15,3,10.0,7.6,8.9,32,208
11,2.5,4,15,3,10.6,8.1,9.4,30,220
4,3.5,6,15,3,13.0,9.5,11.4,25,267
4,3.5,6,15,3,14.4,10.2,12.5,23,290
5,2.7,4,15,3,12.0,10.0,11.1,25,261
5,3.5,6,15,3,12.6,10.0,11.4,25,267
5,2.7,4,15,3,12.7,10.5,11.7,24,274
5,2.7,4,24,3,12.4,11.4,11.9,24,279
5,3.5,6,15,3,13.1,10.5,11.9,24,280
5,3.5,6,25,3,13.6,11.2,12.5,23,292
5,3.5,6,25,3,13.8,11.7,12.9,22,300
6,4.6,8,15,3,15.9,12.3,14.3,20,335
6,5.7,8,15,3,17.3,13.0,15.4,18,360
6,4.6,8,15,3,16.9,12.9,15.1,19,351
6,5.7,8,15,3,18.2,14.1,16.3,17,380
11,2.7,4,15,3,11.6,9.0,10.4,27,244
11,3.5,6,15,3,12.5,9.0,10.9,26,256
11,2.7,4,15,3,11.6,9.2,10.5,27,241
11,3.5,6,15,3,12.8,9.3,11.3,25,263
0,1.5,4,15,3,7.2,5.6,6.4,44,151
0,1.5,4,25,3,7.6,5.7,6.7,42,157
0,1.5,4,1,3,7.8,6.6,7.3,39,170
0,1.5,4,24,3,7.7,6.3,7.1,40,165
0,1.8,4,15,3,9.6,7.0,8.4,34,196
0,1.8,4,24,3,9.5,6.9,8.4,34,196
10,1.8,4,15,3,9.6,7.0,8.4,34,196
0,1.8,4,15,3,9.7,7.5,8.7,32,203
0,2.0,4,8,4,10.7,7.7,9.3,30,217
0,1.8,4,15,3,9.3,6.5,8.1,35,189
0,1.8,4,24,3,9.3,6.4,8.0,35,187
0,2.0,4,8,3,9.5,7.2,8.5,33,198
0,2.0,4,25,3,9.4,6.9,8.3,34,193
0,2.0,4,8,4,10.4,7.9,9.3,30,216
0,2.0,4,25,4,10.9,7.7,9.4,30,220
9,1.8,4,24,3,9.5,6.6,8.2,34,192
0,1.4,4,15,3,8.5,6.0,7.3,39,173
0,1.4,4,24,3,8.3,5.9,7.2,39,168
0,1.8,4,15,3,9.2,6.4,8.0,35,186
0,1.8,4,24,3,9.4,6.4,8.1,35,189
0,2.0,4,8,3,9.8,7.0,8.6,33,201
0,2.0,4,25,3,10.1,7.2,8.8,32,207
0,1.4,4,9,4,5.7,4.9,5.3,53,124
2,1.8,4,15,3,9.4,6.3,8.0,35,187
2,1.8,4,25,3,9.5,6.4,8.1,35,189
2,3.6,6,8,3,11.9,8.5,10.4,27,243
11,2.0,4,15,4,11.7,9.5,10.7,26,251
11,2.0,4,25,4,13.0,9.0,11.2,25,259
11,2.0,4,15,4,11.6,9.3,10.6,27,248
12,3.6,6,17,3,14.1,10.4,12.4,23,292
12,3.0,6,17,0,11.2,8.4,9.8,29,270
0,2.5,5,15,3,11.8,8.6,10.3,27,239
0,2.0,4,17,3,9.6,6.7,8.3,34,193
0,2.5,5,15,3,11.6,8.2,10.1,28,233
0,2.0,4,17,4,10.6,7.7,9.3,30,218
0,2.0,4,17,4,11.3,8.2,9.9,29,231
0,3.0,6,15,3,13.0,9.0,11.2,25,259
2,2.0,4,17,3,9.6,6.7,8.3,34,193
9,2.5,5,15,3,11.8,8.6,10.3,27,239
9,2.0,4,17,3,9.6,6.7,8.3,34,193
9,2.5,5,15,3,11.6,8.2,10.1,28,233
9,2.0,4,17,4,11.3,8.2,9.9,29,231
9,3.0,6,15,3,13.0,9.0,11.2,25,259
11,2.0,4,17,3,10.3,7.6,9.1,31,213
11,2.5,5,15,3,12.5,9.2,11.0,26,254
11,2.0,4,17,4,11.0,8.1,9.7,29,226
11,2.0,4,17,4,11.8,9.1,10.6,27,247
11,3.0,6,15,3,13.7,10.1,12.0,24,276
12,2.0,4,17,4,10.6,9.1,10.0,28,232
12,2.0,4,17,4,10.8,9.5,10.2,28,239
12,2.0,4,17,4,11.5,9.5,10.6,27,247
0,2.4,4,10,4,9.4,6.8,8.2,34,192
11,3.5,6,18,4,12.6,9.0,11.0,26,259
11,3.5,6,18,4,12.2,9.0,10.7,26,251
11,3.0,6,9,4,9.1,9.0,9.0,31,210
13,3.5,6,11,4,11.1,10.8,11.0,26,261
11,3.5,6,15,4,12.4,8.7,10.7,26,250
2,3.5,6,9,4,8.2,7.8,8.1,35,190
0,2.4,4,10,4,9.6,6.6,8.3,34,197
2,2.0,4,5,4,10.0,7.2,8.7,32,205
2,2.0,4,5,4,10.5,7.7,9.2,31,217
2,2.9,6,5,4,13.8,9.6,11.9,24,280
3,5.2,12,5,4,15.5,11.4,13.7,21,322
10,6.0,12,5,4,16.7,10.9,14.1,20,331
3,6.0,12,5,4,17.5,11.4,14.7,19,345
13,6.0,12,9,4,19.4,12.8,16.4,17,388
13,6.0,12,26,4,23.2,14.4,19.2,15,450
10,2.0,4,9,3,9.1,6.8,8.0,35,188
10,2.0,4,8,3,9.7,7.5,8.7,32,205
10,2.0,4,8,3,10.8,8.0,9.5,30,223
0,2.0,4,9,4,8.6,6.4,7.6,37,177
0,2.0,4,9,4,9.8,7.7,8.8,32,205
0,2.0,4,25,4,9.9,7.0,8.6,33,204
9,2.0,4,9,4,10.2,8.3,9.3,30,217
10,2.0,4,17,4,11.0,8.0,9.7,29,226
10,2.0,4,25,4,10.4,7.3,9.0,31,210
10,2.0,4,17,4,11.3,8.2,9.9,29,231
2,2.0,4,17,4,10.9,7.5,9.4,30,220
2,3.0,6,17,4,11.5,8.2,10.0,28,238
2,3.0,6,17,4,12.6,8.0,10.5,27,246
0,2.0,4,15,4,11.9,8.4,10.3,27,243
0,2.0,4,15,4,11.9,8.4,10.3,27,241
11,2.0,4,17,4,12.0,8.6,10.5,27,246
12,2.0,4,17,4,11.9,9.6,10.8,26,253
12,3.0,6,17,4,12.6,9.4,11.1,25,260
13,5.2,10,9,4,16.5,11.2,14.1,20,330
2,4.0,8,17,4,16.2,9.3,13.1,22,309
10,2.0,4,8,4,11.0,8.5,9.9,29,232
10,3.0,6,9,4,13.0,8.5,11.0,26,259
2,4.0,8,17,4,16.2,9.9,13.4,21,312
12,6.0,12,17,4,18.8,12.2,15.9,18,370
2,4.0,8,17,4,17.0,9.9,13.8,20,321
2,6.0,12,17,4,19.6,11.7,16.0,18,375
2,6.8,8,17,4,21.3,12.8,17.5,16,407
2,6.8,8,17,4,22.2,13.6,18.3,15,430
10,2.0,4,17,4,10.0,7.2,8.7,32,207
10,2.0,4,17,4,9.8,6.8,8.4,34,197
10,2.0,4,25,4,11.1,7.3,9.4,30,219
10,2.0,4,17,4,10.5,7.4,9.1,31,213
10,2.0,4,17,4,10.2,7.4,9.0,31,210
0,2.0,4,17,4,10.0,6.5,8.4,34,200
0,2.0,4,25,4,10.2,6.7,8.6,33,202
0,2.0,4,17,4,10.3,6.9,8.8,32,206
0,2.0,4,17,0,7.9,5.9,7.0,40,189
9,2.0,4,17,0,7.9,5.9,7.0,40,189
0,2.0,4,17,4,10.5,7.4,9.1,31,213
1,2.0,4,17,4,10.5,7.4,9.1,31,213
9,2.0,4,17,4,10.5,7.4,9.1,31,213
0,3.0,6,17,4,11.1,7.8,9.6,29,224
0,3.0,6,25,4,12.2,8.2,10.4,27,242
0,3.0,6,17,4,11.4,7.8,9.8,29,228
0,3.0,6,25,4,12.2,8.5,10.5,27,246
1,3.0,6,17,4,11.9,8.1,10.2,28,238
10,2.0,4,17,4,10.6,7.3,9.1,31,211
2,2.0,4,17,4,10.5,7.4,9.1,31,213
2,3.0,6,17,4,11.4,7.8,9.8,29,228
10,3.0,6,17,4,12.4,8.4,10.6,27,249
0,3.0,6,17,4,12.4,8.4,10.6,27,249
10,4.4,8,17,4,14.7,9.7,12.5,23,292
0,4.4,8,17,4,13.8,9.1,11.7,24,273
0,4.4,8,17,4,14.7,9.7,12.5,23,292
1,4.4,8,17,4,13.8,9.1,11.7,24,273
1,4.4,8,17,4,14.7,9.7,12.5,23,292
10,3.0,6,9,4,11.8,8.9,10.5,27,245
10,3.0,6,25,4,13.1,9.2,11.4,25,267
10,3.0,6,17,4,11.1,7.8,9.6,29,224
10,3.0,6,25,4,12.2,8.2,10.4,27,242
10,3.0,6,25,4,12.5,8.4,10.7,26,250
10,3.0,6,17,4,11.4,7.8,9.8,29,228
0,3.0,6,9,4,14.0,9.7,12.1,23,284
0,3.0,6,25,4,13.7,9.1,11.7,24,273
10,3.0,6,9,4,14.1,9.6,12.1,23,283
10,3.0,6,25,4,13.7,9.1,11.7,24,273
0,4.4,8,9,4,17.2,11.6,14.7,19,343
0,4.4,8,25,4,16.2,10.9,13.8,20,324
10,4.4,8,9,4,17.2,11.6,14.7,19,343
10,4.4,8,25,4,16.2,10.9,13.8,20,324
1,6.6,12,17,4,17.7,11.9,15.1,19,355
11,2.0,4,17,4,10.5,7.4,9.1,31,213
11,2.0,4,17,0,8.7,7.1,8.0,35,211
11,2.0,4,17,4,11.1,8.5,10.0,28,233
11,3.0,6,17,4,12.7,9.1,11.1,25,260
11,2.0,4,17,4,11.8,8.6,10.3,27,240
12,4.4,8,17,4,16.6,12.1,14.6,19,341
12,3.0,6,17,0,10.3,8.0,9.3,30,249
12,3.0,6,17,4,13.0,9.8,11.5,25,270
12,4.4,8,17,4,15.6,11.3,13.7,21,320
12,3.6,6,3,3,15.7,10.6,13.4,21,315
12,3.6,6,3,3,16.0,10.9,13.7,21,322
11,1.4,4,15,3,9.3,7.2,8.3,34,194
11,1.4,4,15,3,8.6,7.1,7.9,36,185
11,1.4,4,15,3,9.8,7.7,8.8,32,208
11,1.4,4,15,3,8.9,7.6,8.3,34,196
11,2.5,4,3,3,11.1,8.4,9.9,29,232
2,3.6,6,17,3,11.2,7.5,9.5,30,224
2,3.6,6,17,3,11.6,8.1,10.0,28,235
2,2.0,4,15,4,11.5,8.0,9.9,29,233
2,2.0,4,15,4,12.1,8.9,10.7,26,250
0,2.4,4,15,3,11.3,7.6,9.7,29,226
0,2.0,4,17,4,10.6,7.7,9.3,30,217
0,2.0,4,25,4,11.8,8.0,10.1,28,236
0,2.5,4,17,3,10.7,7.4,9.2,31,216
0,3.6,6,17,3,11.6,8.0,10.0,28,234
0,2.0,4,17,4,10.8,7.9,9.5,30,222
0,3.6,6,17,3,12.2,8.6,10.6,27,248
0,3.6,6,17,4,13.9,9.4,11.9,24,279
0,3.6,6,25,4,14.4,10.4,12.6,22,295
1,2.0,4,17,4,11.0,7.8,9.5,30,223
1,3.6,6,17,3,12.8,8.8,11.0,26,259
2,2.0,4,17,4,11.0,7.8,9.5,30,223
2,3.6,6,17,3,11.6,8.0,10.0,28,234
2,2.0,4,17,4,11.2,8.2,9.8,29,229
2,3.6,6,17,3,12.2,8.6,10.6,27,248
2,3.6,6,17,4,15.0,9.9,12.7,22,299
2,6.2,8,17,4,16.5,11.1,14.0,20,329
12,6.2,8,5,4,16.1,11.7,14.1,20,331
11,3.6,6,17,3,12.1,8.6,10.5,27,245
11,3.6,6,17,3,12.9,8.9,11.1,25,260
1,3.6,6,15,3,13.2,8.5,11.1,25,260
1,3.6,6,15,3,13.7,9.0,11.6,24,272
1,3.6,6,15,4,15.0,10.3,12.8,22,299
10,2.0,4,17,4,10.9,7.7,9.5,30,222
10,2.0,4,25,4,11.9,8.0,10.1,28,236
10,3.6,6,17,3,12.3,8.6,10.6,27,249
10,3.6,6,25,3,14.4,8.4,11.7,24,274
10,6.2,8,17,4,14.2,8.7,11.7,24,273
10,6.2,8,25,4,14.3,9.4,12.1,23,284
10,6.2,8,12,4,19.0,11.6,15.6,18,367
10,6.2,8,25,4,17.2,12.0,14.9,19,349
7,2.0,4,19,3,9.8,9.0,9.4,30,220
5,2.5,4,3,3,12.0,9.2,10.7,26,252
5,2.5,4,25,3,12.2,9.2,10.9,26,254
5,2.8,4,3,0,10.8,7.9,9.5,30,255
5,3.6,6,5,3,13.4,9.6,11.7,24,274
5,2.5,4,3,3,12.7,9.6,11.3,25,263
5,2.8,4,3,0,12.1,8.4,10.4,27,280
5,3.6,6,5,3,14.0,9.9,12.2,23,286
5,2.8,4,3,0,12.5,10.7,11.7,24,315
5,3.6,6,5,3,15.0,13.0,14.1,20,331
13,6.2,8,17,4,15.2,8.9,12.4,23,290
13,6.2,8,26,4,14.2,9.0,11.9,24,278
13,6.2,8,17,4,17.6,10.3,14.3,20,336
13,6.2,8,26,4,15.6,10.6,13.4,21,312
0,1.4,4,15,3,7.9,5.9,7.0,40,165
0,1.4,4,25,3,8.3,6.0,7.3,39,170
0,1.4,4,15,3,8.1,6.0,7.2,39,169
0,1.6,4,6,0,7.6,5.0,6.4,44,172
0,1.6,4,25,0,7.7,4.5,6.3,45,169
0,1.4,4,15,3,8.1,6.2,7.3,39,172
0,1.4,4,25,3,8.3,6.4,7.4,38,173
0,1.4,4,15,3,8.4,6.4,7.5,38,176
11,2.4,4,3,3,11.0,7.5,9.4,30,221
11,2.4,4,3,1,15.6,11.0,13.6,21,223
11,3.6,6,3,3,14.1,9.7,12.1,23,285
11,2.4,4,3,3,11.5,8.3,10.1,28,237
11,2.4,4,3,1,16.3,11.8,14.2,20,234
11,3.6,6,3,3,15.0,10.4,13.0,22,304
15,6.0,8,3,3,21.8,14.8,18.6,15,438
15,6.0,8,3,3,22.3,14.9,19.0,15,445
1,2.5,4,15,3,10.9,7.9,9.5,30,224
1,3.6,6,15,3,12.5,8.3,10.6,27,249
1,3.6,6,15,1,17.0,11.7,14.6,19,240
2,1.5,4,3,3,8.8,6.5,7.8,36,182
2,2.0,4,6,4,10.7,7.1,9.1,31,212
2,1.8,4,19,3,4.8,5.5,5.1,55,121
6,5.3,8,3,3,14.6,10.3,12.7,22,297
6,5.3,8,5,3,15.2,10.7,13.1,22,309
6,6.2,8,5,4,15.9,11.2,13.8,20,324
6,4.3,6,3,3,13.4,10.0,11.9,24,279
6,4.3,6,3,1,19.3,14.3,17.1,17,284
6,5.3,8,3,3,14.6,10.3,12.7,22,298
6,5.3,8,3,1,19.7,13.9,17.1,17,284
6,5.3,8,5,3,15.9,11.5,13.9,20,327
6,6.2,8,5,4,16.0,11.7,14.1,20,330
6,4.3,6,3,3,14.1,10.6,12.5,23,294
6,4.3,6,3,1,20.2,15.2,18.0,16,294
6,5.3,8,3,1,20.7,14.4,17.9,16,315
6,5.3,8,5,3,14.4,11.2,13.0,22,303
0,1.4,4,15,3,8.8,6.6,7.8,36,184
0,1.4,4,25,3,8.4,6.3,7.4,38,174
0,1.8,4,15,3,9.7,6.9,8.4,34,197
0,1.8,4,24,3,9.2,7.1,8.3,34,194
9,1.4,4,15,3,8.8,6.6,7.8,36,184
9,1.4,4,25,3,8.4,6.3,7.4,38,174
9,1.8,4,15,3,9.7,6.9,8.4,34,197
9,1.8,4,24,3,9.2,7.1,8.3,34,194
10,1.4,4,19,3,7.8,6.2,7.1,40,167
10,1.4,4,24,3,8.0,6.2,7.2,39,168
12,5.3,8,3,3,15.1,10.4,13.0,22,305
12,5.3,8,3,1,20.0,13.5,17.1,17,284
12,5.3,8,3,1,22.1,15.4,19.1,15,317
12,5.3,8,3,1,20.8,14.5,18.0,16,299
11,1.4,4,25,3,9.2,7.1,8.2,34,194
2,2.4,4,6,3,10.2,6.6,8.6,33,201
2,2.4,4,6,1,13.9,8.9,11.7,24,192
2,3.6,6,6,3,12.4,7.6,10.2,28,241
2,3.6,6,6,1,16.8,10.4,13.9,20,230
2,3.6,6,6,3,12.8,8.3,10.8,26,252
2,3.6,6,6,1,17.1,11.1,14.4,20,237
1,3.6,6,5,3,12.4,7.8,10.3,27,242
1,5.7,8,5,3,14.7,9.4,12.3,23,289
1,3.6,6,5,3,12.8,8.7,11.0,26,258
1,3.6,6,5,1,17.6,12.0,15.0,19,248
4,3.6,6,6,3,12.9,8.4,10.9,26,257
4,3.6,6,6,3,12.4,8.4,10.6,27,249
2,5.7,8,25,4,15.6,10.1,13.1,22,307
2,6.4,8,25,4,16.7,10.4,13.9,20,325
2,5.7,8,5,3,14.7,9.4,12.3,23,289
2,6.4,8,5,4,15.6,9.6,12.9,22,302
2,3.6,6,5,3,12.8,8.7,11.0,26,258
2,6.2,8,25,4,18.1,11.4,15.1,19,352
1,3.6,6,2,3,13.7,9.0,11.6,24,271
1,5.7,8,2,3,15.6,9.7,12.9,22,302
1,6.4,8,5,4,15.6,9.6,12.9,22,302
1,5.7,8,2,3,16.0,10.1,13.3,21,312
12,3.6,6,5,3,12.7,9.6,11.3,25,265
12,5.7,8,5,3,16.6,10.7,14.0,20,328
4,3.6,6,3,1,19.4,13.3,16.7,17,274
11,2.4,4,1,3,12.7,9.2,11.1,25,261
11,3.6,6,3,3,14.2,9.5,12.1,23,284
11,3.6,6,3,1,19.1,13.2,16.4,17,274
11,3.6,6,3,3,14.5,10.0,12.4,23,292
13,8.4,10,25,4,19.9,12.6,16.6,17,387
13,1.4,4,3,3,9.3,6.5,8.0,35,187
13,1.4,4,25,3,9.0,6.7,7.9,36,185
3,1.4,4,3,3,8.7,7.1,8.0,35,186
3,1.4,4,24,3,8.0,6.5,7.3,39,171
3,1.4,4,24,3,7.7,6.1,7.0,40,163
3,1.4,4,3,3,9.7,7.4,8.7,32,202
3,1.4,4,24,3,8.5,7.1,7.9,36,186
9,1.4,4,3,3,10.7,7.9,9.4,30,221
11,1.4,4,25,3,9.5,7.1,8.4,34,197
11,2.4,4,6,3,10.7,7.7,9.3,30,219
11,2.4,4,6,3,11.0,8.0,9.7,29,226
1,2.0,4,19,3,5.7,6.2,5.9,48,138
11,2.0,4,15,3,11.5,8.0,9.9,29,233
11,2.0,4,15,3,11.3,8.0,9.8,29,230
11,3.5,6,15,3,13.5,9.1,11.5,25,270
11,2.0,4,15,3,11.9,8.6,10.4,27,244
11,2.7,6,15,3,13.8,9.8,12.0,24,281
11,3.5,6,15,3,13.9,10.0,12.1,23,284
11,1.5,4,15,3,10.2,7.8,9.1,31,214
11,2.0,4,15,3,10.6,8.0,9.5,30,222
11,2.5,4,15,3,11.1,8.1,9.7,29,229
11,2.5,4,15,1,15.2,10.8,13.3,21,219
11,1.5,4,15,3,10.7,8.3,9.6,29,226
11,2.0,4,15,3,11.5,8.7,10.2,28,239
12,3.5,6,15,3,15.9,12.0,14.2,20,333
12,3.5,6,15,3,16.1,12.2,14.3,20,337
12,2.3,4,15,3,12.6,8.6,10.8,26,254
12,3.5,6,15,3,13.9,9.7,12.0,24,281
12,2.3,4,15,3,13.1,9.2,11.3,25,266
12,3.5,6,15,3,14.8,10.7,13.0,22,305
12,3.5,6,15,3,14.4,10.5,12.6,22,296
12,3.5,6,15,1,19.6,14.2,17.2,16,284
6,2.7,6,15,3,12.2,9.3,10.9,26,256
6,2.7,6,15,3,12.4,9.8,11.2,25,263
6,2.7,6,15,3,13.1,9.8,11.6,24,272
6,3.5,6,12,3,12.7,9.5,11.3,25,264
6,3.5,6,12,3,13.0,10.2,11.7,24,274
6,3.5,6,12,3,13.8,10.7,12.4,23,290
6,3.5,6,3,3,13.2,9.7,11.6,24,272
6,3.5,6,3,1,17.9,13.2,15.8,18,258
6,5.0,8,15,3,15.4,10.6,13.2,21,310
6,5.0,8,15,1,20.5,14.3,17.7,16,291
6,5.0,8,15,3,16.8,11.8,14.5,19,340
6,2.7,6,15,3,13.1,10.2,11.8,24,276
6,2.7,6,15,3,13.5,11.2,12.5,23,293
6,3.5,6,12,3,13.6,10.3,12.1,23,284
6,3.5,6,12,3,13.6,10.7,12.3,23,288
6,3.5,6,12,3,14.0,11.0,12.7,22,298
6,3.5,6,3,3,14.0,10.6,12.5,23,293
6,3.5,6,3,1,19.0,14.3,16.9,17,281
6,5.0,8,15,3,15.9,11.3,13.8,20,323
6,5.0,8,15,1,21.5,15.1,18.6,15,305
6,5.0,8,15,3,16.0,11.8,14.1,20,330
6,5.0,8,15,1,21.5,15.1,18.6,15,306
6,5.0,8,15,1,22.2,16.5,19.6,14,326
6,3.5,6,12,3,15.6,13.2,14.5,19,339
10,1.6,4,15,3,8.6,6.4,7.6,37,178
10,1.6,4,24,3,8.6,6.7,7.8,36,182
10,1.0,3,24,3,7.6,5.7,6.8,42,158
0,1.6,4,25,3,9.0,7.1,8.2,34,192
12,3.5,6,15,3,15.7,11.2,13.7,21,321
0,1.0,3,15,3,8.5,6.2,7.5,38,176
0,1.0,3,25,3,7.9,5.9,7.0,40,164
0,2.0,4,8,3,9.1,6.4,7.9,36,185
0,2.0,4,8,1,12.2,8.8,10.6,27,177
0,2.0,4,15,3,9.2,6.6,8.0,35,189
0,2.0,4,15,1,12.4,9.1,10.9,26,182
0,2.0,4,24,3,9.5,7.0,8.3,34,195
0,2.0,4,24,1,12.9,9.5,11.4,25,188
2,2.3,4,25,4,12.2,9.4,10.9,26,256
2,2.0,4,25,3,10.5,7.8,9.3,30,219
2,1.5,4,15,3,10.0,7.0,8.7,32,204
2,2.0,4,15,3,11.2,7.6,9.6,29,225
2,2.5,4,3,3,11.3,7.5,9.6,29,224
2,2.0,4,15,3,11.8,8.1,10.1,28,238
2,2.7,6,15,3,13.5,9.0,11.5,25,270
2,2.0,4,19,3,5.5,5.7,5.6,50,131
13,3.5,6,9,4,20.6,13.2,17.3,16,406
10,2.3,4,15,3,11.0,7.9,9.6,29,226
10,2.3,4,15,3,11.8,8.3,10.2,28,239
10,2.3,4,25,3,11.2,7.8,9.8,29,230
10,2.3,4,25,3,11.2,8.4,9.8,29,230
10,3.7,6,15,3,12.8,8.9,11.1,25,259
10,3.7,6,25,3,13.8,8.8,11.5,25,271
10,5.0,8,15,3,15.6,9.6,12.9,22,303
10,5.0,8,25,3,15.8,9.8,13.1,22,307
10,5.0,8,25,3,16.7,10.2,13.8,20,324
10,2.3,4,25,3,11.2,8.7,10.1,28,237
10,5.0,8,15,3,15.5,10.3,13.2,21,309
10,5.2,8,25,4,17.2,11.3,14.6,19,341
15,3.5,6,15,3,16.2,12.8,14.6,19,344
15,3.7,6,15,3,16.7,13.0,15.1,19,354
15,3.7,6,15,1,23.0,18.5,20.9,14,343
1,2.0,4,15,3,11.8,8.1,10.1,28,238
1,3.5,6,15,1,17.6,11.7,15.0,19,249
1,3.5,6,15,3,13.6,9.9,12.4,23,291
1,3.5,6,15,1,18.7,13.4,16.3,17,271
7,2.5,4,15,3,11.9,8.7,10.4,27,244
7,2.5,4,15,1,16.1,11.9,14.2,20,234
7,2.5,4,15,3,12.4,8.8,10.8,26,253
7,2.5,4,15,1,16.8,12.1,14.7,19,242
1,3.8,6,17,3,14.3,9.5,12.1,23,286
1,5.0,8,17,4,17.2,10.5,14.2,20,332
1,3.3,6,17,4,13.7,9.7,11.9,24,279
1,5.0,8,17,4,15.2,10.2,13.0,22,306
12,2.5,4,3,3,11.0,9.2,10.2,28,239
12,3.6,6,3,3,13.0,9.3,11.3,25,265
12,2.5,4,3,3,11.2,9.4,10.4,27,243
12,3.6,6,3,3,13.3,9.5,11.6,24,271
6,6.2,8,5,4,15.9,11.2,13.8,20,323
6,4.3,6,3,1,20.3,15.2,18.0,16,294
6,5.3,8,3,1,20.7,14.4,17.9,16,317
12,6.2,8,5,4,16.0,11.7,14.1,20,330
12,6.2,8,5,4,16.3,11.7,14.2,20,333
2,2.4,4,22,3,9.2,6.9,8.2,34,190
2,2.4,4,25,3,10.4,7.4,9.0,31,210
2,3.5,6,15,3,11.4,7.4,9.6,29,225
2,3.5,6,25,3,12.9,8.4,10.9,26,254
2,2.4,4,19,3,8.7,6.6,7.8,36,180
2,3.5,6,3,3,11.4,7.2,9.5,30,223
2,2.0,4,19,3,4.9,5.1,5.0,56,114
0,1.5,4,22,3,7.5,5.9,6.8,42,158
0,1.5,4,25,3,7.7,5.7,6.8,42,159
0,2.0,4,19,3,7.8,6.0,7.0,40,163
0,2.0,4,25,3,8.5,6.1,7.4,38,173
2,1.5,4,19,3,7.4,5.6,6.6,43,153
2,2.0,4,19,3,7.8,6.0,7.0,40,163
2,2.0,4,25,3,8.5,6.0,7.4,38,172
1,1.5,4,19,3,7.7,6.0,6.9,41,162
1,1.5,4,22,3,7.9,6.6,7.3,39,170
1,1.5,4,22,4,7.9,6.6,7.3,39,170
1,1.5,4,25,3,8.0,6.2,7.2,39,167
1,1.5,4,25,4,8.0,6.2,7.2,39,167
11,1.5,4,19,3,8.4,7.0,7.8,36,181
11,1.5,4,19,3,8.7,7.2,8.0,35,188
9,1.5,4,19,3,7.0,5.9,6.5,43,154
9,1.5,4,22,3,7.6,6.4,7.0,40,164
9,1.5,4,25,3,8.1,6.6,7.4,38,174
9,1.8,4,19,3,8.3,6.9,7.7,37,180
9,1.8,4,22,3,8.3,6.9,7.7,37,180
9,1.8,4,25,3,9.4,7.1,8.4,34,195
9,1.8,4,19,3,8.9,7.5,8.2,34,194
9,1.8,4,22,3,8.9,7.5,8.2,34,194
4,3.5,6,3,3,12.3,8.6,10.7,26,251
11,3.5,6,3,3,12.4,8.8,10.8,26,254
11,3.5,6,3,3,13.0,9.3,11.3,25,266
11,3.5,6,18,3,12.4,9.3,11.0,26,256
6,3.5,6,3,3,12.8,9.5,11.3,25,264
0,1.6,4,15,3,8.9,6.6,7.9,36,182
0,1.6,4,25,3,8.8,6.5,7.8,36,184
2,2.0,4,15,3,8.3,6.4,7.4,38,174
2,2.0,4,25,3,9.1,6.6,8.0,35,187
2,2.0,4,15,3,9.8,7.3,8.7,32,206
2,2.0,4,25,3,9.8,7.2,8.7,32,204
1,1.6,4,8,3,4.3,4.4,4.4,64,103
1,1.6,4,8,3,4.2,4.0,4.1,69,96
11,2.4,4,15,3,11.1,8.6,10.0,28,235
11,2.0,4,15,3,12.5,9.6,11.2,25,264
11,2.4,4,15,3,12.0,9.1,10.7,26,253
1,2.0,4,15,3,10.5,7.6,9.2,31,216
1,2.4,4,15,3,9.4,6.7,8.2,34,194
1,2.4,4,15,3,10.0,7.2,8.7,32,207
2,2.0,4,15,3,6.3,5.7,6.0,47,143
2,2.0,4,15,3,6.0,5.3,5.7,50,137
11,1.6,4,9,3,9.9,8.5,9.3,30,221
11,2.0,4,15,3,10.1,7.8,9.0,31,213
11,2.0,4,15,3,11.0,9.1,10.2,28,241
